	news_title	label
620	Fulani Sun Nesanta Kansu Daga Zargin Kisan Mutane 6 a Anambara	World
621	Masakar SOTEX a Jamhuriyar Nijer Na Fuskantar Barazanar Durkushewa	Nigeria
622	Abin Da 'Yan Kudancin Najeriya Ke Cewa Kan Bullar Nnamdi Kanu	Nigeria
623	Taron MDD: Mai Yiwuwa Rikicin Amurka, Iran Ya Mamaye Batun Dumamar Yanayi	World
624	Janar Buratai Ya Ce Za a Sake Fasalin Matakan Tsaro a Najeriya	Nigeria
625	Duk Wanda Ya Bada Fatawa Don Cutar Da Mutane Game Da Polio, Zai Gamu Da Allah	Health
626	An Koka Da Cafke Dan Jarida a Pakistan	World
627	Cutar Yoyon Fitsari Na Ci Gaba Da Raba Kawunan Iyali A Nijar	Africa
628	Kungiyar Red Cross Ta Roki Boko Haram Ta Saki Ma'aikatanta Biyu	Nigeria
629	Najeriya Tana Son Yin Abin Tarihi	Nigeria
630	Manoman Shinkafa Dubu 25 Ne Suka Yi Asarar Kayan Gonakinsu a Jihar Neja	World
631	Gidauniyar Bill Gates Zata Samar da Maganin Kanjamau Mai Araha	World
632	Yara Masu Fama Da Ciwon Rashin Abinci Mai Gina Jiki A Arewacin Najeriya Sun Samu Babban Tallafi	World
633	Shugaban Hukumar INEC Ya Yi Jawabin Karshe Kafin Zabe	Africa
634	Britaniya Zata Bada Fam Miliyan 100 Don Yaki da Polio	Nigeria
635	Jamhuriyyar Nijar Ta Cika Shekaru 59 Da Samun 'Yancin Kai	Africa
636	Yau Musulmi Ke Sallar Layya A Duk Fadin Duniya	World
637	Venezuele:Juan Guaido Ya Nemi Taimakon Soji A Kawar Da Gwamnatin Maduro	World
638	Yan Gudun Hijirar Kamaru Sama Da 35,000 Suka Je Najeriya	Africa
639	Za’a Kafa Hukumar Raya Arewa Maso Gabashin Najeriya: Osinbajo	Nigeria
640	Kasashen G7 Za Su Taimaka Da Dala Miliyan 22 Don Yaki Da Wutar Dajin Amazon	World
641	Kasuwanni Hannun Jari Na Cikin Tsaka Mai Wuya A Duniya	World
642	Dage Zabe: MDD, ECOWAS, Sun Rarrashi ‘Yan Najeriya	Nigeria
643	Ana Kirga Kuri'un Zaben Shugaban Kasar Mali	Africa
644	Najeriya: Majalisar Dokoki Ta Takwas Ta Yi Zaman Ta Na Karshe	Africa
645	Amurka Za Ta Kwashe Sojojinta Da Ke Nahiyar Afirka	Africa
646	Rashin Kudaden Tallafi Zai Janyo Asarar Rayuka A Yemen	World
647	Yan Ta'adda Da Masu Iza Wutar Fitina Za Su Hadu Da Fushin Gwamnati-Shugaba Buhari.	Nigeria
648	Majalisar Dattawan Amurka Zata Ci Gaba da Binciken Zargin Cewa Rasha Ta Yiwa Zaben Amurka Shishshigi	Politics
649	Mutane 50 Sun Mutu, 200 Sun Ji Rauni A Harin Dan Bindiga A Las Vegas	World
650	MDD Ta Damu Da Karin Tashe-Tashen Hankula a Mali	Nigeria
651	An Sami Hadin Kan ‘Ya ‘Yan Jam’iyyar APC a Jihar Nasarawa	Politics
652	Hanyoyin Najeriya, Sun Zama Makabartu Ba Mai Son Bi	World
653	Firayim Ministar Birtaniya Theresa May Za Ta Yi Murabus	World
654	Mumunar Tarzoma Ta Sake Kunno Kai A Kudancin Phillipines	Nigeria
655	Yajin Aiki a Najeriya na iya kara yaduwar ciwon Inna	World
656	Mai shan maganin kanjamau yana bukatar hadin kan iyali da kuma al’umma - Dr.Dankyau	World
657	Kotu Ta Umarci INEC Ta Mika Takardar Shaidar Cin Zabe Ga Wasu Jam'iyyu	Politics
658	Adamawa: ‘Yan Gudun Hijira Sun Koka Kan Rashin Samun Kulawa	World
659	Wani Harin Kunar Bakin Wake Ya Kashe Jami'an Soji A Kabul	World
660	Gwamnan Plato Ya Ce Zaman Lafiya Ya Dawo Jihar	Health
661	Kwayoyin Rigakafin Cutar HIV Zasu Iya Yaki Da Cutar Kansa	Health
662	An Samu Kwayar HIV a Jikin Marasa Lafiyan Da Ake Tunanin Sun Warke	World
663	Rikakken Mai Satar Mutanen Nan Ya Sake Shiga Hannun Hukuma	World
664	"Hukumar NYSC Ta Dakatar Da Rukunin ""C"" Da Ta Tura Kaduna"	World
665	Taron Bunkasa Harkokin Da Suka Shafi Ci Gaban Mata a Taron AU	Nigeria
666	Rasha Za Ta Koma Kera Makaman Nukiliya	Nigeria
667	Kotu Ta Ba Da Umurnin Kama Shugaban IPOB Nnamdi Kanu	Africa
668	Ana Zaben Shugaban Kasa a Malawi	Africa
669	Habasha Da Eritrea Sun Rattaba Hannu Kan Yarjejeniyar Zaman Lafiya	World
670	Ana Zargin Bashir Da Tunzura Jama'a Da Kashe Masu Zanga-Zanga	World
671	Yan Rohingya Na Bukatar Daukin Gaggawa	World
672	Yawan Masu Kamuwa Da Polio Ya Ragu Bana A Najeriya	Nigeria
673	Hukumomin Yaki Da Cin Hanci Da Rashawa Na Nijar Da Najeriya Sun Kulla Wata Yarjejeniya	Africa
674	Shugaban Najeriya Muhammadu Buhari Zai je Kasar Ingila Hutu	Africa
675	Shugaban Majalisar Dattijan Najeriya Zai Tsaya Takarar Shugaban Kasa	Africa
676	Dage Zabe: IPMAN Ta Umurci Mambobinta Su Rage Farashin Mai	World
677	Najeriya Ce Ta Biyu A Yawan Masu Fama Da Cutar Kanjamau-Ko-HIV	Health
678	Kwanakin Jarirai Na Farko Sun Fi Kasada - inji Kungiyar Lafiya	Nigeria
679	Masanan Lafiya Sun Gargadi Mata Masu Shayar Da Nono	Nigeria
680	Gwamnatin Afghanistan Ta Tabbatar Da Mutuwar Mutane 43	Nigeria
681	Buki Ya Rikide Ya Zama Mummunar Tashin Hankali A Bauchi	World
682	An Fara Taron Kolin Tarayyar Afirka A Nijar	Africa
683	Trump Ya Gana Da Sarauniya Elizabeth Ta Birtaniya	World
684	Jagoran 'Yan Adawar Venezuela Ya Yi Tayin Ahuwa Ma Sojojin Kasar	World
685	Hukumomin Tanazani Sun Ki Bada Bayanai Akan Yiwuwar Bullar Cutar Ebola - Inji WHO	Health
686	Najeriya: An Tura ‘Yan Sanda 2000 Don Su Taimakawa Sojoji a Yaki Da Boko Haram	World
687	El - Zakzaky Ba Zai Gudu Ba - Kakakin 'Yan Shi'a	Africa
688	Rikici Ya Barke Tsakanin Jam'iyar APC A Jihar Adamawa	Politics
689	An Kaddamar da Shirin Yaki da Mutuwar Mata da Yara	World
690	Shan Magani Ba Bisa Ka’ida Ba Yana Da Illa Ga Mata Masu Ciki	World
691	New Zealand Na Tuhumar Wani Mutum Da Laifin Kisan Mutum Sama Da 40 a Masallaci	World
692	An Maka Majalisar Dokokin Najeriya A Kotu Kan Sayen Motocin Alfarma	World
693	Ofishin Jakadancin Amurka Ya Yiwa 'Yan Jarida Bita Kan Zaman Lafiya	World
694	Gamayyar Kungiyoyin Kishin Al’umma Sun Yi Tsokaci Kan Zaben Najeriya	Politics
695	An Kammala Jana'izar Tsohon Shugaban Najeriya Shehu Shagari	Africa
696	Majalisar Dokokin Britaniya Za Ta Kada Kuri'ar Ficewa Daga Kungiyar Tarayyar Turai	Africa
697	Italiya Tana Daukar Matakan Maido Da Zaman Lafiya A Kasar Libya	World
698	Kasar China ta Bada Maganin Zazzabin Cizon Sauro Ga Kasar Chadi	Health
699	Kungiyar 'Yan Shi'a Ta Cika Shika-Shikan Zama Kungiyar 'Yan-Ta'adda	Africa
700	Tarayyar Turai Ta Soki Zaben Najeriya Na 2019	Politics
701	Daraktar Muryar Amurka Amanda Bennett Ta Gana Da Masu Sauraren Sashen Hausa A Abuja	World
702	Taron Shuwagabannin Kasashen Afrika Bai Bar Mata A Baya Ba	World
703	Murabus Din Shugaban Aljeriya: Za A Yi Taron Kafa Wata Gwamnati	Africa
704	Kotun Canada Ta Bada Belin Shugabar Kamfanin Sadarwa Na China	World
705	Rahoton IMF Ya Nuna Damuwa Game Da Tsanantar Cin Hanci A Nijar	Africa
706	Zaben A 'Yan Majalisa A Afghanistan Ya Huskanci Hare Hare	Politics
707	An Hallaka Wasu Wakilan Zabe A Jihar Taraba	Nigeria
708	Cutar kwalara ta kashe mutane hamsin a jihar Nija	Health
709	Ziyarar Muhammadu Buhari a Maiduguri	Nigeria
710	Kayayyakin Zabe Sun Isa Jihar Adamawa	World
711	Dubban Mutane Suka Fito Bada Jini Don Taimakawa Wadanda Suka Jikata a Harin Las Vegas	World
712	Yan sanda a Wuraren Duba Ababen Hawa	World
713	Fararen Hula Da Suka Gudu Daga Garin Malakal Sun Koma Gidajensu	World
714	Cibiyar Raya Demokradiyya Ta Koka Akan Yada Sakamakon Zabe Na Bogi	Nigeria
715	Amurka Ba Zata Dagawa Koriya Ta Arewa Kafa Ba Har Sai....	Nigeria
716	Malamai Sun Dukufa Neman Maslaha Kan Rashin Tsaro a Najeriya	World
717	Zanga Zangar Kasar Iraki Na Dada Kazancewa	Nigeria
718	Yadda Dalibai Suka Rasa Rayukansu a Bauchi	World
719	Guguwar Irma Ta Fantsamo Tayi Kaca-Kaca Da Jihar Florida	World
720	PDP Ta Sha Gaban APC A Adamawa	Politics
721	ECOWAS Ta Shirya Taron Fadakar Da Kawuna Kan Hada-hadar Kudi	Nigeria
722	An Gudanar Da Zabe Cikin Lumana A Abuja	World
723	Najeriya: Bayan Zabe Sai Batun Cika Alkawari Ga 'Yan Kasa	Nigeria
724	Nijar Ta Fara Tantance Likitocin Da Suka Kammala Karatu	Africa
725	Lauyoyin Najeriya Sun Kauracewa Zaman Kotu Na Kwanaki Biyu	World
726	Yan Sanda Sun Ce Kura Ta Lafa A Jihar Ebonyi	World
727	Kungiyar ECOWAS Ta Koka Da Addadin Makaman Dake Hannun Al'umma	Africa
728	An Yi Kira Ga Gwamnati Nigeria Ta Kawo Karshen Cutar Shan Inna	Health
729	Nijar: An Cika Shekaru 24 Da Samar Da Yarjejeniyar Zaman Lafiya	Africa
730	Kotu Ta Yanke Hukunci Kan Dokar Wa’azi a Kaduna	World
731	Jam'iyyar Adawa A Nijar Ta Modem Lumana Ta Gudanar Da Taron Farko A Amurka	Africa
732	Jam'iyyar Adawa Ta Yi Nasara a Zaben Magajin Garin Istanbul	Politics
733	An Kashe Sojojin Amurka Biyu A Jamhuriyar Niger.	World
734	Gawmnatin Najeriya Ta Koka Kan Rahoton Amnesty International	Nigeria
735	"Trump Ya Nemi Su Yi ""Gajeruwar"" Ganawa Da Kim"	World
736	Hukumomin China Na Amfani Da Wata Manhaja Wajen Binciken Musulman Kasar	World
737	An Ci ISIS Da Yaki	World
738	Flato: Shugabannin Kiristocin Arewa Sun Yi Taron Neman Zaman Lafiya	Nigeria
739	China: An Kashe Dalibai Takwas a Makarantar Sakandare	World
740	Majalisar Wakilai Za Ta Binciki Lamarin Rufe Kofar Majalisa Da DSS Suka Yi	Nigeria
741	Gwamnoni Sun Amince Da Dubu 22, 500 a Matsayin Albashi Mafi Karanci	World
742	Kungiyar Manyan Ma’aikatan Jami’o’i Na Zanga-zangar Lumana a Najeriya	World
743	Masu Garkuwa Da Mutane Sun Sace Mahaifiyar Wani Dan Majalisar Nijar	Africa
744	Boko Haram: Leah Sharibu Ta Cika Shekara 16 Da Haihuwa	Nigeria
745	Mutum 157 Suka Mutu A Hadarin Jirgin Saman Habasha	Nigeria
746	Musulmi A Jihar Imo Sun Yi Kira Ga Zaman Lafiya	Nigeria
747	Hukumar Kwastam Tayi Kamen Haramtattun Kaya Na Fiye Da Miliyan 100	World
748	Dole Mu Tallafawa Kananan Hukumomi-Gwamnan Jigawa	Nigeria
749	Babban Jami'in Dan Sanda, 'Yan Shi'a Sun Rasa Rayukansu a Arangamar Abuja	World
750	An Kai Hare-haren Sama Akan Birnin Tripoli	World
751	Sojojin Siriya Sun Danna Cikin Manbij Da Ke Aleppo	World
752	An Kai Hari A wasu Masallatai A New Zealand	World
753	An sami kananan yara 45 dauke da kwayar cutar shan inna bana a Najeriya	Health
754	Mutane 7 Sun Mutu A Wani Fada Da Ya Barke A Kasar Yemen	World
755	Kura Ta Lafa Bayan Wani Rikici Da Ya Barke A Wata Kasuwar Legas	Nigeria
756	Turkiyya Ta ce Tana Da Hujjoji Akan Kisan Khashoggi	Nigeria
757	An Gano Sabon Maganin Warkar Da Cibiyar Jariri	World
758	Rudunar Tsaron Jihar Pilato Ta Dauki Matakai Yayin Da Sallah Ke Gabatowa	Nigeria
759	Alhazan Kasar Nijer Sun Kosa Su Koma Gida	World
760	Kungiyoyin Mata Na Kira Da A Dai-Daita Sahun Siyasa A Najeriya	World
761	Yakin Neman Zaben Shugabancin Najeriya Ya Zafafa	Politics
762	Shugaba Trump Na Ziyara A Vegas Inda Wani Ya Hallaka Mutane 58	World
763	Amurka Ta Fara Mikawa Malaysia Kudadenta Da Aka Sace	World
764	Me Buhari Ya Ce Kan Rashin Dan takara a Zamfara?	Nigeria
765	Ambaliyan Ruwa Ya Yi Barna A Jamhuriyar Niger	Nigeria
766	Shuwagabannin Kasashen Afrika Na Bukatar Mutunta Demokaradiyya	Nigeria
767	Kungiyar Rotary Ta Nemi Karin Hadin Kai Kan Polio	Africa
768	Gwamnatin Kaduna Ta Tantance Adadin Mutanen Da Aka Ceto A Makarantar Islamiya	World
769	Amurka Da Brazil Sun Bude Sabon Shafin Dangantaka	World
770	Masu Bukata Ta Musamman Sun Yi Gangami Kan Zaben Najeriya	Politics
771	Wani Matashi Ya Taimaka Wajen Kashe Mahaifinsa	Nigeria
772	An Dauki Matakan Tsaro A Jihar Nassarawa Bayan Asarar Rayuka	World
773	Yan Shi'a Sun Kara Kaimi A Fafutukar Ganin An Sake El-Zakzaky	World
774	Sojojin Hadin Gwiwa Tsakanin Amurka Da Nijar 8 Sun Mutu	Africa
775	Jam'iyyun APC da PDP sun rage damuwa da batun canza sheka	Politics
776	An Kai Sabon Hari Kan Cibiyar Masu Kula Da Cutar Ebola A Congo	Health
777	Fafaroma Ya Bayyana Tsananin Damuwa Kan Matakin Trump Game Da Birnin Kudus	World
778	Shugabannin Addinai A Kaduna Na Takaddama Kan Batun Satar Mutane	World
779	Sojojin Ruwan Kasar Indonesia Sun Gano Wata Na'urar Bayanan Jirgin Sama a Cikin Teku	World
780	Jami'yyar APC Ta Sha Da Kyar A zaben 'Yan Majalisar Jihar Adamawa	Politics
781	Nijar Ta Jaddada Bukatar Neman a Mika Mata Hama Amadou	Africa
782	Mataimakan Firai Ministar Birtaniya Sun Fara Shirin Kamfe Na Ko Ta Kwana	World
783	Zargin Almundahana: Atiku Ya Bukaci a Soke Jam'iyyar APC	Politics
784	Hukumar Yaki Da Cin Hanci A Jamhuriyar Nijar Ta Kara Kaimi	Africa
785	Trump Ya Aikawa Da Kim Jong Un Wasika	World
786	Fashewar Wani Abu a Agadez Ta Yi Sanadiya Mutuwar Wani Almajiri	World
787	Chadi Ta Yi Mamakin Saka Ta Cikin Kasashen Da Aka Hana Ma Zuwa Amurka Cikin Sauki	World
788	Masarautar Kano Zata Samu Karin Sarakunan Yanka 4	Nigeria
789	An Yiwa Kananan Yara Miliyan Daya Rigakafin Kyanda A Jihar Jigawa	Nigeria
790	Ana Zargin 'Yan Rasha, Dan Ukraine Da Hannu a Harin Jirgin Malaysia MH17	World
791	Zambia Ta Hana Wani Dan Adawan Kasar Zimbabwe Mafakar Siyasa	Africa
792	Kotun Daukaka Kara Ta Ce Abba Ne Dan Takarar PDP A Kano	Nigeria
793	Ebola: Uganda Ta Mayar Da Wasu 'Yan Kasar Congo Gida	Africa
794	Dakarun Sojin Najeriya Sunyi Nasara Kan 'Yan-Ta'adda Na Boko Haram	Nigeria
795	Kungiyar Izala Ta Baiwa Shugaban Najeriya Shawara Kan Tsaro	Africa
796	Mata Suna Iya Kare ‘Ya’yansu Daga Kamuwa Da Malariya	World
797	Mutane Goma Sha Bakwai Sun Mutu A Wani Tashin Bam A Somalia	World
798	Shekara Daya Da Rabi Ba A Samu Bullar Polio A Jigawa Ba	World
799	Ruwa Ya Karya Gadar Da Ta Hada Jamhuriyar Benin da Nijer	Africa
800	Nijar-Kungiyoyin Fafutika Za Su Yi Zanga-zanga Kan Dokar Kara Haraji Ta 2018	World
801	Akwai kananan yara da dama da ba a yiwa rigakafin shan inna ba a Najeriya	World
802	An Gargadi Babban Birnin Zimbabwe Harare Kan Hadarin Sakewar Barkewar Cutar Kwalara	Health
803	Majalisar Wakilan Najeriya Ta Sanya Hanna A Kudirin Hana Amfani Da Leda	World
804	Yan Ta'adda Sun Kashe Sojojin Nijar 12 A Inda Su Ka Kashe Na Amurka 4	Africa
805	Uwargida Michelle Obama Tana Cika Shekara Guda Da Shirin Yaki Da Kiba A Tsakanin yara	Nigeria
806	Jam’iyyar APC Ta Dage Zaben Fidda Gwani Na Jihohi Shida a Najeriya	Politics
807	Akwai Bukatar Rage Illar Shan Barasa	Nigeria
808	Hukumar Lafiya Ta Duniya (WHO) Ta Kaddamar Da Allurar Rigafin Ciwon Shawara	Nigeria
809	Pakistan: An Kama Malamin Da Ake Zargi Da Kafa Kungiyar 'Yan Ta'adda	World
810	EFCC Ta Musanta Zargin Yi wa 'Yan Adawa Da Shugaba Buhari Bi Ta da Kulli	Nigeria
811	Majalisar Dokokin Najeriya Za Ta Dawo Daga Hutu Cikin Rigingimun Shugabanci	Africa
812	Nijer Ta Bukaci Hadin Kan Jakadun kasashen waje Don Shirin Zaben Ta	Politics
813	Macron Ya Sha Alwashin Sake Gina Mujami'ar Notre Dame Cikin Shekaru Biyar	World
814	Tsaro: Gwamnatin Najeriya Da Sarakuna Za Su Hada Kai	World
815	An Kaddamar Da Shirin Ruga Na Farko A Najeriya	World
816	Shugaba Trump Ya Gargadi Kasar Iran	World
817	Wata Kungiyar Agaji Ta Dauki Ma’aikatan Polio 350 A Jihar Bauchi	World
818	Dan Takarar Sanata A Jihar Naija Ya Maka INEC, Jam'iyyarsa A Kotu	Politics
819	A Kasar Kamaru Wasu 'Yan Bindiga Sun Kashe Sarkin Balondo	Africa
820	Jami’an Tsaro Za Su Raka El Zakzaky India Neman Magani	World
821	Dage Zaben Bai Da Alaka Da Batun Tsaro Ko Katsalandan Siyasa-INEC	Politics
822	Kungiyar Taliban Ta Kai Hari A Wani Sansanin Soja A Kudancin Afghanistan	Africa
823	Manyan kamfanoni sun yi kira da a dage dokar kayyadewa masu HIV tafiye tafiye	World
824	Atone-Janar Na Amurka Ya Fitar Da Takaitaccen Rahoton Mueller	World
825	Yan Sanda Sun Kama Wasu Masu Zanga-zanga a Rasha	World
826	Kungiyoyi Masu Zaman Kansu, Sun Shiga Siyasa Dumu-Dumu	World
827	Ministan Ruwa A Najeriya Ya Ce Ma'aikatar Ta Samu Ci Gaba Ainun Karkashin sa	Nigeria
828	Shugaban Najeriya Goodluck Jonathan Yana So A Sake Tsarin Yaki Da Cutar HIV	Africa
829	Ana Zaben Shugaban Kasa A Afghanistan	Africa
830	Akwai Bukatar A Yi Nazari Sosai Kafin A Dauki Jami'in Tsaro Aiki - Inji Otaki Osana	World
831	Mahajjata Suna Saba Ka'idar Daukar Kaya - Inji Mukhtar	Nigeria
832	Gwamnatin Nijar Za Ta Fara Nada Shugabannin Jami’o’i Maimakon Zabensu	Africa
833	Boko Haram Ta Kai Hari Kan Wasu Matafiya a Borno	Nigeria
834	Babu Zakara A Zaben Gwamnan Jihar Osun	Politics
835	Barkewar Annobar Ebola Matsala Ce Ta Gaggawa Ga Kasashe	Nigeria
836	Malamai A Yankin Bamenda Suna Gudanar Da Zanga Zanga Yayin Da Ake Jarrabawa	World
837	A jihar Taraba Anyi Cincirindo Wajen Ganin Likita Kyauta	Nigeria
838	Ana Ci Gaba Da Zaman Dar-Dar A Garin Shinkai Na Jihar Taraba	World
839	Dumamar Yanayi Zai Iya Kara Yaduwar Zazzabin Cizon Sauro	Health
840	Za A Dawo Wa Alhazai Ragowar Kudi Naira Dubu 51	World
841	An Bukaci A Yankewa Wadanda Suka Kashe Khashoggi Hukuncin Kisa	World
842	An Rantsar Da Sabon Shugaban 'Yan sandan Najeriya	Africa
843	Shugabannin kasashen Afirka sun jadada niyar kara hada hannu wajen shawo kan zazzabin malariya	World
844	Shugaban Amurka Donald Trump Yace Akwai Sauran Zabi	Africa
845	Saudiya Ta Karu A Cikin Masu Zargin Iran Da Kaiwa Tankokin Mai Hari	World
846	Rikicin Zamfara: Sarakunan Gargajiyar Jihar Sun Ce Zasu Fasa Kwai	Nigeria
847	Amurka Zata Kara Tsaurara Takunkumi Akan Rasha	World
848	Cikakken Bayanin Cutar Maleriya Kashi Na Shida - Yadda Ake Ganowa Da Jinyar Maleriya	Health
849	Jihar Kano Na Kwadayin Kafa Dokar Hana Sakin Aure Kamar Yadda Indiya Tayi	Nigeria
850	Takala: Amurka Ta Gargadi Turkiyya Da Kurdawa	World
851	Manjo Al-Mustapha Yace Wasu Manya ke Haddasa Rikici A Nigeria	Nigeria
852	Tagwayen Bincike a Amurka Sun Gano Yadda Kwayar Cutar HIV Ke Zama Kanjamau	Health
853	Rikicin Kaduna: Buhari Ya Kai Ziyarar Jaje	Nigeria
854	Mata Masu Matsuwa Suna Sa Wannan Matsalar Ga Jariransu	World
855	Rundunar Sojan Amurka na Binciken Kashe Sojojinta Hudu a Nijer	World
856	Cutar Ebola ta Sake Kashe Wata Likita a Kasar Saliyo	Health
857	INEC Za Ta Kalubalanci Umurnin Dakatar Da Zaben Adamawa	Politics
858	Gwamnatin jihar Kano ta yiwa kananan yara miliyan 7.6 rigakafin shan inna	Nigeria
859	Mnangagwa Ya Dauki Rantsuwar Kama Aiki a Matsayin Shugaban Zimbabwe	Africa
860	Spain: Jam'iyyar 'Yan Gurguzu Mai Mulki Ta Samu Kuri'u Masu Yawa	World
861	Ci Gaba Da Rike El-Zakzzaky Zai Kawo Matsalar Tsaro-Masanin Tsaro	World
862	Wasu nazarce nazarce da aka yi sun nuna cewa maganin jinyar kanjamau, suna kuma yin rigakafi	World
863	Kungiyar Sa-kan CJTF Ta Sako Daruruwan Yara	Africa
864	An Kama Gulalai 'Yar Gwagwarmaya a Pakistan	World
865	Minista ta Dauki Matakin Killace kan ta Bayan Mutuwar Direban ta Sanadiyar Ebola	World
866	An Kaiwa Masu Zanga-zanga Hari a Sudan	World
867	Hukumar Lafiya Ta Duniya Tana Kokarin Kawar da Gubar Dalma	Nigeria
868	Antonio Guterres: Nasarar Yakin Sauyin Yanayi Na Sabulewa Duniya	World
869	APC Ta Karbe Gombe, An Samu Akasi a Bauchi	Politics
870	Sojojin Ethiopia Sun Mamaye Hanyoyi Da Gine-ginen Gwamnati A Yankin Gabashin Somalia	World
871	CAN Ta Ziyarci 'Yan Gudun Hijira A Borno	Nigeria
872	Ana Ci Gaba Da Sa In Sa Kan 'Yar Tinke A Jam'iyyar APC	Politics
873	Shugaban Najeriya Ya Sa Sannu a Wata Dokar Yaki Da Sace Kudaden Kasa	Africa
874	Mata Da Nakasassu Sun Fito Zabe A Jihar Niger	World
875	Hong Kong Ta Dakatar Da Shirin Mika Masu Laifi Ga China	World
876	Zaben 2019, Talakawa Sai Ku Zabi Masu Kaunarku	Politics
877	Saudiyya Ta Tsare Mutum Takwas, Har Da Amurkawa Biyu	World
878	Abin Sani Kan Rigakafin Yara	Nigeria
879	Masana Sunce Daya Cikin Mata Takwas, Na Da Hatsarin Kamuwa Da Kansa	World
880	Uganda na tuhumar wani dan adawa da laifin cin amanar kasa	Nigeria
881	An Samu Sabanin Ra'ayi Game Da Yadda Za a Kawo Sauyi a Libya	World
882	Tsaro: Matakan Da Muke Dauka Na Tasiri - Gwamnatin Zamfara	World
883	Ana Samun Karin Hadin Kai Tsakanin Amurka Da Masar A Yaki Da Taaddanci	World
884	Kasar Zambia Ta Maida Tendai Biti Zimbabwe	Africa
885	Wata Kungiyar Mata A Najeria Na Kara Jan Hankali Akan Lafiyar Mata Masu Juna Biyu	World
886	A Niger Likitoci Suna Fadakar Da Mata Muhimmancin Shayar Da Nonon Uwa.	World
887	Warin Kaji Na Iya Korar Jinsin Sauro Mai Sanya Cutar Maleriya	Health
888	Amnesty Ta Zargi Sojojin Myanmar Da Laifukan Yaki	World
889	Hana Hafsan Hafsoshin Indonesia Shiga Amurka Ya Jawo Takaddama Tsakanin Kasashen	World
890	Ana Zaben Shugaban Kasa a Mauritania	Africa
891	Majalisar Dinkin Duniya Ta Baiyyana Aikinta Bisan Lafiyar Kananan Yara	Nigeria
892	Gwamnatin tarayyar Najeriya ta ayyana dokar ta baci kan cutar Polio	Health
893	Kalubalen Da Ke Gaban Shugaba Buhari	Nigeria
894	Wasu Jihohi a Nijeriya Sun Gudanar da Zaben Tsayar da Yan Takarar Gwamna	Politics
895	Yan Adawa A Majalisar Dokokin Nijar Sun Kauracewa Zama	Africa
896	Hukumar DSS Ta Bayyana Yadda Mal Lawal Daura Ya keta Ka'idojin Gwamnati	Nigeria
897	Babbar Sallah: An Kulla Yarjejeniyar Tsagaita Wuta a Libya	World
898	Nasarawa: PDP Za Ta Garzaya Kotu Kan Zaben Gwamna	Politics
899	Babban Hafsan Mayakan Saman Nigeria Ya Bukaci 'Yan Bindigan Da Ke Zamfara Su Yi Saranda	World
900	An Samu Akwatunan Kudi a Gidan Omar Al Bashir a Sudan	World
901	An Yiwa ‘Yan Jaridu Bitar Zazzabin Ciwon Sauro a Jihar Gombe	World
902	Korar Karar Wasu 'Yan Jarida Biyu Dake Myanmar	Nigeria
903	Sabon Fada Ya Halaka Mutum 69 a Kamaru	Africa
904	Sojojin Amurka Uku Sun Mutu Bayan Tashin Wani Bam	World
905	Yau Ce Ranar Ma'aikata ta Duniya	Nigeria
906	NEMA Na Wayar Da Kan Al'umma Kan Ambaliyar Ruwa Da Ka Iya Faruwa	World
907	Najeriya ta kara kaimi wajen kare yara daga daukar cutar HIV	Health
908	An Yi Bukukuwan Tunawa Da Gudunmowar Matan Karkara a Duniya	World
909	MDD Ta Fara Binciken Musabbabin Kisan Mutum 150 a Mali	Africa
910	MDD Ta Bai wa 'Yan Siyasan Najeriya Shawara Kan Kalaman Batanci	Africa
911	Dattawan Arewa Sun Nemi Fulani Makiyaya Su Koma Arewa	World
912	An gano wasu nau'in kwayar halitta dake hana kamuwa da zazzabin cizon sauro	Health
913	Karancin Kudi yana barazana ga yaki da zazzabin cizon sauro a nahiyar Afrika	Health
914	Matashiya Ta Yi Wa Shugabannin Duniya Wankin Babban Bargo Kan Sauyin Yanayi	World
915	Wasu 'Yan Kunar Bakin Wake Sun Kai Hari Garin Shawu Dake Jihar Adamawa	World
916	Uwargidan Shugaban Najeriya Ta Kafa Kwamitin Yakin Neman Zabe	Africa
917	Rasuwar Mugabe Babban Rashi Ne Ga Afirka: Boube Na Mewa	Africa
918	Wacce Rawa Malaman Addinai Za Su Iya Takawa a Zaben 2019?	Politics
919	Akwai Mafita Game Da Batun 'Yan Shi'a Inji 'Yan Fafatuka	World
920	GABAS TA TSAKIYA: Amurka Zata Sake Lale A Tsarin Tallafawa Tsirarru	Nigeria
921	Me Sauya Shekar Siyasa Ke Haifar Wa Dimokaradiyya?	World
922	Tambuwal Ya Ce Batun Rashin Kammalar Zabe Bai Da Muhalli	Nigeria
923	Sudan: Al-Bashir Ya Karbi Kudade Daga Saudiyya	Africa
924	Nijar Ta Karbi Shugabancin Rundunar Tsaro Ta G5 Sahel	Africa
925	Abin Da Ke Tafe: Hira Ta Musamman Da Muryar Amurka Ta Yi Da Buhari, Atiku	Nigeria
926	An Sace Dan Majalisar Dokokin Jihar Sokoto	Nigeria
927	Ebola: Rwanda Ta Rufe Kan Iyakarta Da Congo	Africa
928	Niger: Ambaliyan Ruwa Ya Rutsa Da Mutane Uku - 42'	World
929	Sojojin Najeriya Ya Kamata Ku Sani Ba'a Sauyawa Tuwo Suna	Nigeria
